title,artist,nationality,gender,artist_birth_date,artist_death_date,artwork_begin_date,artwork_end_date,moma_department
Plate IV (folio 7) from FROM JEWISH POEMS,Maurice Grosman,American,Male,1900,1976,1959,1965,Prints & Illustrated Books
The Guilty Girl Is Fragile,Louise Bourgeois,American,Female,1911,2010,2000,2000,Prints & Illustrated Books
Untitled,Jarrod Beck,American,Male,1977,,2004,2004,Drawings
Covent Garden Labourers,John Thomson,British,Male,1837,1921,1877,1877,Photography
On the Fortress,Jules Pascin,American,Male,1885,1930,1914,1914,Prints & Illustrated Books
In-text plate (folio 13 verso) from LA MÉTROMANIE,Jean Dubuffet,French,Male,1901,1985,1949,1950,Prints & Illustrated Books
Urchin in the Grass,Richard Stankiewicz,American,Male,1922,1983,1956,1956,Painting & Sculpture
Untitled from Full Moon in Aries (Vollmond im Widder),Sigmar Polke,German,Male,1941,2010,2004,2004,Prints & Illustrated Books
"Sketchbook: El Golea, II",Jean Dubuffet,French,Male,1901,1985,1948,1948,Drawings
Saint-Cloud,Eugène Atget,French,Male,1857,1927,1921,1922,Photography
#3 Looking Ahead? So Are We!,Ay-O,Japanese,Male,1931,,1965,1965,Prints & Illustrated Books
Headpiece (page 97) from POÈMES,Charles Despiau,French,Male,1874,1946,1933,1933,Prints & Illustrated Books
The Pool - Deal,Alfred Stieglitz,American,Male,1864,1946,1910,1910,Photography
Pont Neuf: The Localization of a Tetrahedron in Space from Artists & Photographs,Michael Kirby,American,Male,1931,,1970,1970,Prints & Illustrated Books
Headpiece (page 9) from POÈME DE L'ANGLE DROIT,Le Corbusier (Charles-Édouard Jeanneret),French,Male,1887,1965,1947,1955,Prints & Illustrated Books
I'se Awake,John McGreer,American,Male,,,1881,1881,Photography
"""A Famous Fisherman in Action""",Times Wide World Photos,American,Other/Unknown,1919,1941,1932,1932,Photography
Untitled (for Parkett no. 76),Lucy McKenzie,British,Female,1977,,2006,2006,Prints & Illustrated Books
Sleeping Figure,Conrad Marca-Relli,American,Male,1913,2000,1953,1954,Painting & Sculpture
"2nd variant of ...SHE PLACES HER CHEEK THERE... SHE EMBRACES IT... (volume II, folio 8) from PASIPHAÉ",Henri Matisse,French,Male,1869,1954,1943,1981,Prints & Illustrated Books
"Evelyn Phetteplace, Shannon Sopko, Cambridge",Nicholas Nixon,American,Male,1947,,1994,1994,Photography
Grace in Window,Tanyth Berkeley,American,Female,1969,,2006,2006,Photography
TWO PART INVENTIONS,James McGarrell,American,Male,1930,,1965,1965,Prints & Illustrated Books
"Plants, Cahows's Barber Shop, Chapman, Nebraska",Wright Morris,American,Male,1910,1998,1942,1942,Photography
"ELIJAH TOUCHED BY AN ANGEL, plate 87 (volume II, folio 64) from the BIBLE",Marc Chagall,French,Male,1887,1985,1931,1956,Prints & Illustrated Books
"LORD WHO GATHERS OUR EXILES (plate, folio 12) from THE SILENT PRAYER",Peter Freudenthal,Swedish,Male,1938,,1977,1977,Prints & Illustrated Books
"Holy Redeemer Church, San Cristóbal de la Laguna, Tenerife, Spain (Elevation and perspective sketches)",Fernando Martín Menis,Spanish,Male,1951,,2005,2005,Architecture & Design
Dziady,Roman Cieslewicz,French,Male,1930,1996,1967,1967,Architecture & Design
Untitled from Eight Variations for Heiner Friedrich Gallery (Acht Variationen für die Galerie Heiner Friedrich),Fred Sandback,American,Male,1943,2003,1971,1973,Prints & Illustrated Books
Self-Portrait,Arch Connelly,American,Male,1950,1993,1981,1981,Painting & Sculpture
Richard Pousette-Dart Masher,Ray Johnson,American,Male,1927,1995,1972,1972,Drawings
"Backyard--Venice West, California",Robert Frank,American,Male,1924,,1955,1956,Photography
Stay the Same Never Change,Laurel Nakadate,American,Female,1975,,2008,2008,Film
Ireland,Henri Cartier-Bresson,French,Male,1908,2004,1963,1963,Photography
First state of plate 6 (folio 34) from QUATRE HISTOIRES DE BLANC ET NOIR,František Kupka,Czech,Male,1871,1957,1926,1926,Prints & Illustrated Books
"Combegrasse, Puy de Dome",Jacques-Henri Lartigue,French,Male,1894,1986,1922,1922,Photography
Flag,James Riddle,American,Male,1933,,1964,1964,Fluxus Collection
Arithmetic: Class studying under the Spear method,Frances Benjamin Johnston,American,Female,1864,1952,1899,1900,Photography
"Duplicate of in-text plate from page 139 (2nd supplementary suite, plate 16) from TÊTE D'OR",Roger de La Fresnaye,French,Male,1885,1925,1911,1950,Prints & Illustrated Books
"Rainbow, Lake George",Alfred Stieglitz,American,Male,1864,1946,1920,1920,Photography
Attaque,Louise Bourgeois,American,Female,1911,2010,1946,1949,Prints & Illustrated Books
"The Mile-High Illinois, Chicago Project (Dedication to famous architects and engineers and height comparisons to the Washington Monument, Great Pyramid of Giza, Eiffel Tower, and Empire State Building)",Frank Lloyd Wright,American,Male,1867,1959,1956,1956,Architecture & Design
Untitled,Jene Highstein,American,Male,1942,,1982,1982,Prints & Illustrated Books
"Variant of in-text plate from page 79 with +remarque- (supplementary suite, plate 30) from LYSISTRATA",František Kupka,Czech,Male,1871,1957,1908,1911,Prints & Illustrated Books
"FIGURE (plate, page 13) from DU CUBISME",André Derain,French,Male,1880,1954,1947,1947,Prints & Illustrated Books
"Lithograph II (plate, page 21) from REPLI",Henri Matisse,French,Male,1869,1954,1946,1947,Prints & Illustrated Books
"J.R. Butler, President of the Southern Tenant Farmers' Union, Memphis, Tennessee",Dorothea Lange,American,Female,1895,1965,1938,1938,Photography
Untitled from Spirit Cooking,Marina Abramović,Yugoslav,Female,1946,,1996,1996,Prints & Illustrated Books
Dr. Scud Fly Swatter,Philippe Starck,French,Male,1949,,1998,1998,Architecture & Design
In-text plate (page 14) from TAGEBÜCHER,Antonio Saura,Spanish,Male,1930,1998,1988,1988,Prints & Illustrated Books
For Father Berrigan,Llyn Foulkes,American,Male,1934,,1973,1973,Painting & Sculpture
Essene,Frederick Wiseman,American,Male,1930,,1972,1972,Film
Plate (folio 11) from LA VITTORIA,Jean Tinguely,Swiss,Male,1925,1991,1970,1972,Prints & Illustrated Books
Untitled,Unknown,,Other/Unknown,,,1925,1927,Photography
"Banco Pinto & Sotto Mayor, Oliveira de Azeméis, Portugal (Plan and perspective sketches)",Álvaro Siza,Portuguese,Male,1933,,1971,1974,Architecture & Design
1 mark note (Emergency currency issued by the city of Itzehoe),Wenzel Hablik,German,Male,1881,1934,1921,1921,Architecture & Design
Scores (pages 5-6) from Fluxus 1,Emmett Williams,American,Male,1925,2007,1964,1964,Prints & Illustrated Books
In-text plate (page 108) from PANTAGRUEL,André Derain,French,Male,1880,1954,1943,1943,Prints & Illustrated Books
Smoke on Cellophane 5,Frederick Sommer,American,Male,1905,1999,1961,1961,Photography
Stalin's Great Aunt,Margaret Bourke-White,American,Female,1904,1971,1935,1935,Photography
Mother and Child,Wifredo Lam,Cuban,Male,1902,1982,1939,1939,Drawings
Drawing for Excreta Fluxorum,George Maciunas,American,Male,1931,1978,1977,1977,Prints & Illustrated Books
Are we losing touch?,Friedrich Kunath,German,Male,1974,,2003,2003,Drawings
Untitled,Almir Mavignier,Brazilian,Male,1925,,1961,1961,Prints & Illustrated Books
"Untitled (4 days, 3 nights, 1 summer)",Joey Kötting,British,Male,1966,,2001,2001,Prints & Illustrated Books
Color separations for LOISIRS,Jean Dubuffet,French,Male,1901,1985,1966,1966,Prints & Illustrated Books
Wayne County & the Backstreet Boys at Max's,Unknown,American,Other/Unknown,,,1975,1975,Architecture & Design
International Film Festival,Unknown,Nationality Unknown,Other/Unknown,,,1900,1953,Architecture & Design
Untitled,Mateo López,Colombian,Male,1978,,2008,2010,Drawings
"Haiti, Port-au-Prince, Cemetery",Bruce Gilden,American,Male,1946,,1988,1988,Photography
"Ship Construction, Bath, Maine",Clarence H. White,American,Male,1871,1925,1917,1917,Photography
Composition of Circles and Overlapping Angles,Sophie Taeuber-Arp,Swiss,Female,1889,1943,1930,1930,Painting & Sculpture
Reste,Arnulf Rainer,Austrian,Male,1929,,1978,1978,Prints & Illustrated Books
Color Wheel (for Parkett no. 81),Cosima von Bonin,German,Female,1962,,2007,2007,Prints & Illustrated Books
The Little Tear Gland That Says Tic Tac (La Petite fistule lacrimale qui dit tic tac),Max Ernst,French,Male,1891,1976,1920,1920,Drawings
In-text plate (page 165) from DAPHNIS ET CHLOÉ,Pierre Bonnard,French,Male,1867,1947,1902,1902,Prints & Illustrated Books
Headpiece (page 67) from FABLES,Thomas Bewick,British,Male,1753,1828,1818,1818,Prints & Illustrated Books
For the Benefit of Native Children (A Beneficio del Niño indigena),Isidoro Ocampo,Mexican,Male,1910,1983,1925,1925,Prints & Illustrated Books
Untitled,Peter Booth,Australian,Male,1940,,1984,1984,Drawings
DWB Jahresversammlung,Herbert Bayer,American,Male,1900,1985,1929,1929,Architecture & Design
Untitled from the portfolio Souvenirs du Camp de Chalons,Gustave Le Gray,French,Male,1820,1884,1857,1857,Photography
"11th variant of ...AND ONE MUST DIE WITHOUT KILLING THE WIND... (volume I, 11th unnumbered folio) from PASIPHAÉ",Henri Matisse,French,Male,1869,1954,1943,1981,Prints & Illustrated Books
Oklahoma,Lee Friedlander,American,Male,1934,,1973,1973,Photography
"Reclining Chair with Rocker, with Arms (Perspective sketch)",Ludwig Mies van der Rohe,American,Male,1886,1969,1934,1934,Architecture & Design
"Plate (folio 51) from Six Geometric Figures and All Their Combinations, Volume II",Sol LeWitt,American,Male,1928,2007,1980,1980,Prints & Illustrated Books
Margarethe Kleinschmidt in a Wicker Chair (Margarethe Kleinschmidt im Korbstuhl),Paul Kleinschmidt,German,Male,1883,1949,1921,1921,Prints & Illustrated Books
"Untitled, plate 9 of 9, from the illustrated book, Ode à Ma Mère",Louise Bourgeois,American,Female,1911,2010,1995,1995,Prints & Illustrated Books
"Dusk, Yokohama",Daido Moriyama,Japanese,Male,1938,,1969,1969,Photography
Landscape Panoramas,Jan Dibbets,Dutch,Male,1941,,1971,1971,Photography
"Broken Egg, New York",Irving Penn,American,Male,1917,2009,1958,1958,Photography
Ornamental initial V (page 8) from CANTICUM CANTICORUM SALOMONIS,Eric Gill,British,Male,1882,1940,1931,1931,Prints & Illustrated Books
Montgeron (Saules),Eugène Atget,French,Male,1857,1927,1925,1927,Photography
Footprints from Traveling. Limit of Reach,Robert Morris,American,Male,1931,,1976,1976,Drawings
In-text plate (folio 34) from BIOTHERM,Jim Dine,American,Male,1935,,1989,1990,Prints & Illustrated Books
Vertical Horizontals,Hedda Sterne,American,Female,1910,,1967,1967,Prints & Illustrated Books
"Duplicate of wrapper front (supplementary suite, wrapper front) from CONTES",Henri Laurens,French,Male,1885,1954,1953,1953,Prints & Illustrated Books
"""UB""",Sergio Gonzalez-Tornero,Chilean,Male,1927,,1961,1961,Prints & Illustrated Books
Untitled,Francis Alÿs,Belgian,Male,1959,,1999,2001,Media and Performance Art
Composition,Luigi Veronesi,Italian,Male,1908,1998,1935,1935,Photography
"Meredith Memorial Hall, Drake University, Des Moines, IA (Exterior elevation)",Ludwig Mies van der Rohe,American,Male,1886,1969,1962,1965,Architecture & Design
Armando Reverón,Carlos Herrera,Venezuelan,Male,1909,1988,1940,1940,Photography
Low Tide Wandering No. 7 (Wattwanderung No. 7) from Low Tide Wandering (Wattwanderung),Thomas Schütte,German,Male,1954,,2001,2001,Prints & Illustrated Books
Untitled,Ernest J. Bellocq,American,Male,1873,1949,1912,1912,Photography
Plate (folio 32) from Capital in Pictures,Hugo Gellert,American,Male,1892,1985,1933,1933,Prints & Illustrated Books
Untitled,Rene Portocarrero,Cuban,Male,1914,1985,1941,1941,Drawings
"Tout, no. 9",Ben Vautier,French,Male,1935,,1965,1965,Prints & Illustrated Books
Modena,Luigi Ghirri,Italian,Male,1943,1992,1971,1971,Photography
Tortilla Flaps,Robert McKimson,American,Male,1910,1977,1958,1958,Film
Models for Synthetic Pictures,Terry Winters,American,Male,1949,,1994,1994,Prints & Illustrated Books
Fluxus is always 6 a.m.,Nam June Paik,American,Male,1932,2006,1976,1976,Prints & Illustrated Books
The Farm,Louise Bourgeois,American,Female,1911,2010,1940,1940,Prints & Illustrated Books
Trembling Text (Texte frissonnant) from the portfolio Textures from Phenomena (Les Phénomènes),Jean Dubuffet,French,Male,1901,1985,1959,1959,Prints & Illustrated Books
"Library and Office Building of Salman Schocken, Jerusalem, Israel, Interior perspectives",Erich Mendelsohn,American,Male,1887,1953,1935,1935,Architecture & Design
"Champfleurette, the White Cat",Louise Bourgeois,American,Female,1911,2010,1993,1993,Prints & Illustrated Books
Zen For Film,Nam June Paik,American,Male,1932,2006,1965,1965,Fluxus Collection
Experiment,Roman Signer,Swiss,Male,1938,,1982,1982,Media and Performance Art
Che,Francisco Blanco,Cuban,Male,,,1972,1972,Architecture & Design
Merry-go-round,Edward Dwurnik,Polish,Male,1943,,1985,1985,Prints & Illustrated Books
"M.A.E., Boston",Nicholas Nixon,American,Male,1947,,1985,1985,Photography
Art & Project Bulletin #90,Richard Long,British,Male,1945,,1975,1975,Prints & Illustrated Books
Untitled from Favorite Objects,Christian Boltanski,French,Male,1944,,1998,1998,Prints & Illustrated Books
"Cristo, Tlacochoaya, Oaxaca",Paul Strand,American,Male,1890,1976,1933,1933,Photography
Boxer [Hein Domgörgen],August Sander,German,Male,1876,1964,1923,1923,Photography
"German People - German Work Exhibit, Berlin, Germany, Final exhibit. Stove section. Plan.",Lilly Reich,German,Female,1885,1947,1934,1934,Architecture & Design
Untitled from Gloria,Alex Katz,American,Male,1927,,2005,2005,Prints & Illustrated Books
Seated Woman with Drapery,Gaston Lachaise,American,Male,1882,1935,1930,1931,Drawings
Clown and Child from Cirque,Georges Rouault,French,Male,1871,1958,1930,1930,Prints & Illustrated Books
Untitled #32,José Antonio Suárez Londoño,Colombian,Male,1955,,1979,1984,Prints & Illustrated Books
Repeat of pictorial initial L from page 14 (page 228) from LES PETITES FLEURS,Émile Bernard,French,Male,1868,1941,1928,1928,Prints & Illustrated Books
Untitled,Unknown,,Other/Unknown,,,1938,1960,Photography
Zebra,Richard Francisco,American,Male,1942,,1973,1973,Drawings
Untitled,Unknown,,Other/Unknown,,,1930,1930,Photography
Earnestly Exhorting the Cook to Protect Isabella,Peggy Bacon,American,Female,1895,1987,1919,1919,Prints & Illustrated Books
Marvin in Blue Sparkle Chair from God Love the Tragic Artist: Meg Cranston on the Life of Marvin Gaye,Meg Cranston,American,Female,1960,,1995,1995,Drawings
"Factories, Lynn, Massachusetts",Walker Evans,American,Male,1903,1975,1932,1932,Photography
El fascismo. 7a. Conferencia: El fascismo japonés. Orador: Daniel Cosío Villegas. Viernes 9 de junio. Palacio de Bellas Artes... Liga Pro Cultura Alemana en México,Isidoro Ocampo,Mexican,Male,1910,1983,1939,1939,Prints & Illustrated Books
Reclining Chair without Arms (Elevation sketch),Ludwig Mies van der Rohe,American,Male,1886,1969,1931,1931,Architecture & Design
"The Tavern (La Maison du traktir), plate XX (supplementary suite) from Les Âmes mortes",Marc Chagall,French,Male,1887,1985,1923,1948,Prints & Illustrated Books
Untitled from the series Paris,Sigmar Polke,German,Male,1941,2010,1971,1971,Photography
"Lulu, Gerrittsen Beach, Brooklyn",Thomas Roma,American,Male,1950,,1981,1981,Photography
"Grizzly Giant, Mariposa Grove, Yosemite",Carleton E. Watkins,American,Male,1829,1916,1861,1861,Photography
[title in Russian],Unknown,Russian,Other/Unknown,,,1970,1970,Architecture & Design
Untitled,Fré Cohen,Dutch,Female,1903,1943,1931,1931,Architecture & Design
"The Happy House, plate 7 of 7, from the portfolio, La Réparation",Louise Bourgeois,American,Female,1911,2010,2001,2001,Prints & Illustrated Books
"FDR Drive & 23rd Street, from 19 Rainstorms",Neil Goldberg,American,Male,1963,,1998,2003,Media and Performance Art
Cover from TAMAR,Masuo Ikeda,Japanese,Male,1934,1997,1961,1961,Prints & Illustrated Books
"Poster for &lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;&lowbar;, Louise Lawler, Adrian Piper & Cindy Sherman, Artists Space, New York, September 23–October 28, 1978",Louise Lawler,American,Female,1947,,1978,1978,Prints & Illustrated Books
Another Day of a Housewife,Mako Idemitsu,Japanese,Female,1940,,1977,1978,Media and Performance Art
"Wall House, Auroville, India (Section)",Anupama Kundoo,Indian,Female,1967,,1997,2000,Architecture & Design
"Sketchbook: El Golea, II",Jean Dubuffet,French,Male,1901,1985,1948,1948,Drawings
"Sonia Delaunay. Städt Kunsthaus Bielefeld, 14.9.-26.10.1958",Sonia Delaunay-Terk,French,Female,1885,1979,1958,1958,Architecture & Design
Untitled,Louise Bourgeois,American,Female,1911,2010,1999,1999,Prints & Illustrated Books
"MR. STERN'S SALON: CLOCK AND BRONZE GILT VASES (after Paul Véra and P. Poisson; plate, page 95) from ARCHITECTURES",Jacques Villon,French,Male,1875,1963,1921,1921,Prints & Illustrated Books
5:29 Bay Shore,Robert Rauschenberg,American,Male,1925,2008,1981,1981,Prints & Illustrated Books
Untitled,Joel Shapiro,American,Male,1941,,1982,1982,Drawings
Meal Variation No. 3 Eaten by Benjamin Patterson,Daniel Spoerri,Swiss,Male,1930,,1966,1966,Fluxus Collection
"TRAMP (plate, facing page 14) from PASSION",Georges Rouault,French,Male,1871,1958,1928,1939,Prints & Illustrated Books
"FLOWERING ALMOND TREE (in-text plate, volume I, page 50) from LES GÉORGIQUES",Aristide Maillol,French,Male,1861,1944,1908,1950,Prints & Illustrated Books
